effect_size	metric	column
1.4952969841802726	cohens_d	specimen
0.28491818850540157	cohens_d	area
0.1547002665535512	cohens_d	hiv_exposure
0.12387165317038781	cohens_d	sex
0.003931038749527601	cohens_d	participant
0.7887118373025427	cohens_f	case_type
0.74155775707763	cohens_f	sample_type
0.4588449217657097	cohens_f	xebec_sampling_depth
